brand, product_name, shipping, price
G.SKILL Aegis 16GB 288-Pin DDR4 SDRAM DDR4 2133 (PC4 17000) Desktop Memory Model F4-2133C15S-16GIS,G.SKILL,Free Shipping,$56.99 (2 Offers)–
G.SKILL Aegis 8GB 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model F4-2666C19S-8GIS,G.SKILL,Free Shipping,$27.99 (5 Offers)–
G.SKILL Aegis 16GB 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model F4-2666C19S-16GIS,G.SKILL,Free Shipping,$52.99 (2 Offers)–
G.SKILL Trident Z Royal Series 32GB (4 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16Q-32GTRS,G.SKILL,Free Shipping,$219.99 (3 Offers)–
G.SKILL Trident Z Royal Series 32GB (4 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14Q-32GTRS,G.SKILL,Free Shipping,$324.99 –
G.SKILL Trident Z Royal Series 64GB (4 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16Q-64GTRS,G.SKILL,Free Shipping,$334.99 (3 Offers)–
G.SKILL Trident Z Royal Series 32GB (4 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16Q-32GTRG,G.SKILL,Free Shipping,$224.99 (2 Offers)–
G.SKILL Trident Z Royal Series 32GB (4 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14Q-32GTRG,G.SKILL,Free Shipping,$329.99 –
G.SKILL Trident Z Royal Series 64GB (4 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14Q-64GTRS,G.SKILL,Free Shipping,$539.99 –
G.SKILL Trident Z Royal Series 64GB (4 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14Q-64GTRG,G.SKILL,Free Shipping,$544.99 (3 Offers)–
G.SKILL Trident Z Neo Series 64GB (8 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C14Q2-64GTZNB,G.SKILL,Free Shipping,$719.99 (2 Offers)–
G.SKILL TridentZ Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3300 (PC4 26400) Desktop Memory Model F4-3300C16Q-32GTZKW,G.SKILL,Free Shipping,$209.99 –
CORSAIR Vengeance RGB Pro 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 4000 (PC4 32000) Desktop Memory Model CMW32GX4M4Z4000C18,Corsair,Free Shipping,$359.99 –
G.SKILL Aegis 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model F4-2666C19D-16GIS,G.SKILL,Free Shipping,$54.99 (2 Offers)–
G.SKILL Aegis 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2133 (PC4 17000) Desktop Memory Model F4-2133C15D-16GIS,G.SKILL,Free Shipping,$54.99 (4 Offers)–
G.SKILL Aegis 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Desktop Memory Model F4-2400C15D-16GIS,G.SKILL,Free Shipping,$56.99 (6 Offers)–
G.SKILL Aegis 4GB 288-Pin DDR4 SDRAM DDR4 2133 (PC4 17000) Intel Z170 Platform / Intel X99 Platform Desktop Memory Model F4-2133C15S-4GIS,G.SKILL,Free Shipping,$17.99 (2 Offers)–
G.SKILL TridentZ Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 4000 (PC4 32000) Intel Z270 / Z370 Memory (Desktop Memory) Model F4-4000C18D-16GTZSW,G.SKILL,Free Shipping,$119.99 –
G.SKILL TridentZ Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3333 (PC4 26600) Intel Z370 Platform Desktop Memory Model F4-3333C16D-32GTZSK,G.SKILL,Free Shipping,$139.99 –
G.SKILL TridentZ Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3466 (PC4 27700) Intel Z370 Platform / Intel X99 Platform Desktop Memory Model F4-3466C16Q-32GTZSW,G.SKILL,Free Shipping,$189.99 –
Crucial 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3L 1600 (PC3L 12800) Desktop Memory Model CT2K51264BD160B,Crucial,Free Shipping,$33.54 (18 Offers)–
G.SKILL Trident Z Neo Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C14Q-32GTZNB,G.SKILL,Free Shipping,$359.99 (3 Offers)–
CORSAIR Vengeance Pro 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMY8GX3M2A1600C9R (Red),Corsair,Free Shipping,$39.99 (3 Offers)–
CORSAIR Vengeance Pro 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMY16GX3M2A1600C9 (Silver),Corsair,Free Shipping,$71.99 (6 Offers)–
G.SKILL Aegis 8GB (2 x 4GB) 288-Pin DDR4 SDRAM DDR4 2133 (PC4 17000) Intel Z170 Platform / Intel X99 Platform Desktop Memory Model F4-2133C15D-8GIS,G.SKILL,Free Shipping,$30.99 (4 Offers)–
G.SKILL Aegis 8GB 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Intel Z170 Platform / Intel X99 Platform Desktop Memory Model F4-2400C15S-8GIS,G.SKILL,Free Shipping,$27.99 (2 Offers)–
G.SKILL Aegis 4GB 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Intel Z170 Platform / Intel X99 Platform Desktop Memory Model F4-2400C15S-4GIS,G.SKILL,Free Shipping,$18.99 (3 Offers)–
G.SKILL Aegis 16GB 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Intel Z170 Platform / Intel X99 Platform Desktop Memory Model F4-2400C15S-16GIS,G.SKILL,Free Shipping,$52.99 (3 Offers)–
G.SKILL Aegis 16GB 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Intel X299 / Z270 / Z170 / X99 Platform Desktop Memory Model F4-2400C17S-16GIS,G.SKILL,Free Shipping,$54.99 (2 Offers)–
G.SKILL Ripjaws V Series 8GB 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Desktop Memory Model F4-2400C15S-8GVR,G.SKILL,Free Shipping,$32.99 (5 Offers)–
G.SKILL TridentZ Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14D-16GTZSK,G.SKILL,Free Shipping,$109.99 (4 Offers)–
G.SKILL TridentZ Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14Q-32GTZSW,G.SKILL,Free Shipping,$249.99 (3 Offers)–
G.SKILL Trident Z Neo (For AMD Ryzen) Series 32GB (4 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16Q-32GTZN,G.SKILL,Free Shipping,$184.99 –
G.SKILL Trident Z Neo Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3800 (PC4 30400) Desktop Memory Model F4-3800C14D-16GTZN,G.SKILL,Free Shipping,$189.99 –
G.SKILL Trident Z Neo Series 64GB (2 x 32GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel XMP 2.0 Desktop Memory Model F4-3600C18D-64GTZN,G.SKILL,Free Shipping,$274.99 –
G.SKILL Trident Z Neo (For AMD Ryzen) Series 64GB (4 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16Q-64GTZNC,G.SKILL,Free Shipping,$369.99 (3 Offers)–
G.SKILL Trident Z Neo (For AMD Ryzen) Series 32GB (4 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14Q-32GTZN,G.SKILL,Free Shipping,$279.99 –
G.SKILL Trident Z Neo Series 256GB (8 x 32GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model F4-2666C18Q2-256GTZN,G.SKILL,Free Shipping,$939.99 –
G.SKILL Trident Z Neo Series 256GB (8 x 32GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel XMP 2.0 Desktop Memory Model F4-3600C18Q2-256GTZN,G.SKILL,Free Shipping,$1,149.99 –
G.SKILL Trident Z Neo Series 64GB (2 x 32GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model F4-2666C18D-64GTZN,G.SKILL,Free Shipping,$229.99 –
G.SKILL Trident Z Neo Series 128GB (4 x 32GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16Q-128GTZN,G.SKILL,Free Shipping,$524.99 –
G.SKILL Trident Z Neo Series 256GB (8 x 32GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16Q2-256GTZN,G.SKILL,Free Shipping,$1,049.99 –
G.SKILL Flare X Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2133 (PC4 17000) AMD X370 / B350 / A320 Memory (Desktop Memory) Model F4-2133C15D-16GFXR,G.SKILL,Free Shipping,$60.99 –
G.SKILL Flare X Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-32GFX,G.SKILL,Free Shipping,$114.99 (2 Offers)–
G.SKILL Flare X Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14D-32GFX,G.SKILL,Free Shipping,$194.99 (2 Offers)–
G.SKILL Flare X Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16Q-32GFX,G.SKILL,Free Shipping,$139.99 (3 Offers)–
G.SKILL Flare X Series 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14Q-64GFX,G.SKILL,Free Shipping,$439.99 –
G.SKILL Flare X Series 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16Q-64GFX,G.SKILL,Free Shipping,$239.99 –
G.SKILL Aegis 8GB (2 x 4GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Intel X299 / Z270 / Z170 / X99 Platform Desktop Memory Model F4-2400C17D-8GIS,G.SKILL,Free Shipping,$31.99 (2 Offers)–
G.SKILL Aegis 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Intel X299 / Z270 / Z170 / X99 Platform Desktop Memory Model F4-2400C17D-32GIS,G.SKILL,Free Shipping,$104.99 (2 Offers)–
G.SKILL Ripjaws V Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Desktop Memory Model F4-2400C15D-16GVS,G.SKILL,Free Shipping,$59.99 (4 Offers)–
G.SKILL Ripjaws V Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Desktop Memory Model F4-2400C15D-16GVB,G.SKILL,Free Shipping,$61.99 (3 Offers)–
G.SKILL Ripjaws V Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Desktop Memory Model F4-2400C15Q-32GVR,G.SKILL,Free Shipping,$119.99 (3 Offers)–
G.SKILL Ripjaws V Series 8GB (2 x 4GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Intel XMP 2.0 Desktop Memory Model F4-2400C15D-8GVR,G.SKILL,$0.99 Shipping,$35.99 (5 Offers)–
G.SKILL Ripjaws V Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Desktop Memory Model F4-2400C15D-32GVR,G.SKILL,Free Shipping,$104.99 (3 Offers)–
G.SKILL TridentZ Series 64GB (8 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel X99 Platform Desktop Memory Model F4-3200C14Q2-64GTZSW,G.SKILL,Free Shipping,$509.99 –
G.SKILL TridentZ Series 64GB (8 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel X299 Desktop Memory Model F4-3600C16Q2-64GTZKK,G.SKILL,Free Shipping,$454.99 –
G.SKILL TridentZ Series 128GB (8 x 16GB) 288-Pin DDR4 SDRAM DDR4 3866 (PC4 30900) Intel X299 Desktop Memory Model F4-3866C19Q2-128GTZSW,G.SKILL,Free Shipping,$949.99 –
G.SKILL TridentZ Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 4000 (PC4 32000) Intel Z270 / Z370 Desktop Memory Model F4-4000C18Q-32GTZSW,G.SKILL,Free Shipping,$249.99 –
G.SKILL TridentZ Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 4400 (PC4 35200) Intel Z370 / X299 Desktop Memory Model F4-4400C19D-16GTZSW,G.SKILL,Free Shipping,$169.99 (2 Offers)–
G.SKILL TridentZ Series 64GB (8 x 8GB) 288-Pin DDR4 SDRAM DDR4 3466 (PC4 27700) Intel Z370 Platform Desktop Memory Model F4-3466C16Q-32GTZKW,G.SKILL,Free Shipping,$399.99 –
G.SKILL TridentZ Series 128GB (8 x 16GB) 288-Pin DDR4 SDRAM DDR4 3466 (PC4 27700) Intel X299 Platform Desktop Memory Model F4-3466C16Q2128GTZSW,G.SKILL,Free Shipping,$599.99 (2 Offers)–
G.SKILL TridentZ Series 128GB (8 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel X299 Desktop Memory Model F4-3600C17Q2128GTZSW,G.SKILL,Free Shipping,$549.99 –
G.SKILL TridentZ Series 64GB (8 x 8GB) 288-Pin DDR4 SDRAM DDR4 3733 (PC4 29800) Intel X299 Desktop Memory Model F4-3733C17Q2-64GTZSW,G.SKILL,Free Shipping,$469.99 –
G.SKILL TridentZ Series 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 3466 (PC4 27700) Intel X299 / Z370 Platform Desktop Memory Model F4-3466C16Q-64GTZKK,G.SKILL,Free Shipping,$299.99 –
G.SKILL TridentZ Series 64GB (8 x 8GB) 288-Pin DDR4 SDRAM DDR4 4000 (PC4 32000) Intel X299 Desktop Memory Model F4-4000C18Q2-64GTZKK,G.SKILL,Free Shipping,$489.99 –
G.SKILL TridentZ Series 64GB (8 x 8GB) 288-Pin DDR4 SDRAM DDR4 4000 (PC4 32000) Intel X299 Desktop Memory Model F4-4000C18Q2-64GTZSW,G.SKILL,Free Shipping,$439.99 –
G.SKILL TridentZ Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel Z370 Platform Desktop Memory Model F4-3200C16D-16GTZSW,G.SKILL,Free Shipping,$69.99 (4 Offers)–
G.SKILL TridentZ Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel XMP 2.0 Desktop Memory Model F4-3200C16D-16GTZKW,G.SKILL,Free Shipping,$69.99 (3 Offers)–
G.SKILL TridentZ Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel XMP 2.0 Desktop Memory Model F4-3200C16D-32GTZKW,G.SKILL,Free Shipping,$119.99 (4 Offers)–
G.SKILL TridentZ Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel Z370 Platform Desktop Memory Model F4-3200C16D-32GTZSK,G.SKILL,Free Shipping,$119.99 (3 Offers)–
G.SKILL TridentZ Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel Z370 Platform Desktop Memory Model F4-3200C16D-16GTZSK,G.SKILL,Free Shipping,$69.99 (4 Offers)–
G.SKILL TridentZ Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel Z370 Platform Desktop Memory Model F4-3200C15D-16GTZKW,G.SKILL,Free Shipping,$94.99 (2 Offers)–
G.SKILL TridentZ Series 64GB (8 x 8GB) 288-Pin DDR4 SDRAM DDR4 3466 (PC4 27700) Intel X99 Platform Desktop Memory Model F4-3466C16Q2-64GTZSW,G.SKILL,Free Shipping,$389.99 –
G.SKILL TridentZ Series 64GB (8 x 8GB) 288-Pin DDR4 SDRAM DDR4 3400 (PC4 27200) Intel X99 Platform Desktop Memory Model F4-3400C16Q2-64GTZSW,G.SKILL,Free Shipping,$429.99 –
G.SKILL TridentZ Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 4133 (PC4 33000) Intel Z170 / Z370 / X299 Desktop Memory Model F4-4133C19D-16GTZKW,G.SKILL,Free Shipping,$119.99 –
G.SKILL TridentZ Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel Z370 Platform Desktop Memory Model F4-3200C14D-16GTZSW,G.SKILL,Free Shipping,$109.99 (2 Offers)–
G.SKILL TridentZ Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel Z370 Platform Desktop Memory Model F4-3200C14D-32GTZSK,G.SKILL,Free Shipping,$199.99 (2 Offers)–
G.SKILL TridentZ Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 4000 (PC4 32000) Intel Z170 / Z270 / Z370 Desktop Memory Model F4-4000C19D-16GTZSW,G.SKILL,Free Shipping,$109.99 (2 Offers)–
G.SKILL TridentZ Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3733 (PC4 29800) Intel Z370 Desktop Memory Model F4-3733C17D-32GTZKK,G.SKILL,Free Shipping,$214.99 –
G.SKILL TridentZ Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 4000 (PC4 32000) Intel Z270 / Z370 Desktop Memory Model F4-4000C18Q-32GTZKW,G.SKILL,Free Shipping,$249.99 (2 Offers)–
G.SKILL TridentZ Series 64GB (8 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel X99 Platform Desktop Memory Model F4-3200C16Q2-64GTZSK,G.SKILL,Free Shipping,$299.99 (2 Offers)–
G.SKILL TridentZ Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel Z370 Platform Desktop Memory Model F4-3200C15D-16GTZSW,G.SKILL,$0.99 Shipping,$94.99 (3 Offers)–
G.SKILL TridentZ Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3466 (PC4 27700) Intel Z370 Platform Desktop Memory Model F4-3466C16D-16GTZSK,G.SKILL,Free Shipping,$89.99 (2 Offers)–
G.SKILL TridentZ Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 4000 (PC4 32000) Intel Z170 / Z270 / Z370 Desktop Memory Model F4-4000C19D-16GTZKW,G.SKILL,Free Shipping,$109.99 (3 Offers)–
G.SKILL TridentZ Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3866 (PC4 30900) Intel Z270 / Z370 Memory (Desktop Memory) Model F4-3866C18D-16GTZKW,G.SKILL,Free Shipping,$119.99 (3 Offers)–
G.SKILL TridentZ Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3466 (PC4 27700) Intel Z370 Platform Desktop Memory Model F4-3466C16D-16GTZKW,G.SKILL,Free Shipping,$94.99 –
G.SKILL TridentZ Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3333 (PC4 26600) Desktop Memory Model F4-3333C16Q2-64GTZKW,G.SKILL,Free Shipping,$154.99 –
G.SKILL TridentZ Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel Z370 Platform Desktop Memory Model F4-3200C15D-32GTZSW,G.SKILL,Free Shipping,$169.99 –
G.SKILL TridentZ Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 4000 (PC4 32000) Intel Z370 Desktop Memory Model F4-4000C19D-32GTZSW,G.SKILL,Free Shipping,$269.99 (2 Offers)–
G.SKILL TridentZ Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3466 (PC4 27700) Intel Z370 Platform Desktop Memory Model F4-3466C16D-32GTZSW,G.SKILL,Free Shipping,$154.99 –
G.SKILL TridentZ Series 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel Z370 / X299 Desktop Memory Model F4-3600C17Q-64GTZKW,G.SKILL,Free Shipping,$309.99 (3 Offers)–
G.SKILL TridentZ Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3866 (PC4 30000) Intel Z270 / Z370 Desktop Memory Model F4-3866C18Q-32GTZ,G.SKILL,Free Shipping,$234.99 (3 Offers)–
G.SKILL TridentZ Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel Z370 Platform Desktop Memory Model F4-3200C15D-32GTZKW,G.SKILL,Free Shipping,$169.99 (3 Offers)–
G.SKILL TridentZ Series 64GB (8 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel X299 Desktop Memory Model F4-3600C16Q2-64GTZSW,G.SKILL,Free Shipping,$429.99 –
G.SKILL TridentZ Series 128GB (8 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel X299 Desktop Memory Model F4-3600C17Q2128GTZKK,G.SKILL,Free Shipping,$599.99 (2 Offers)–
G.SKILL TridentZ Series 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel Z370 / X299 Desktop Memory Model F4-3600C17Q-64GTZKK,G.SKILL,Free Shipping,$309.99 –
G.SKILL TridentZ Series 128GB (8 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel X99 Platform Desktop Memory Model F4-3200C14Q2128GTZSW,G.SKILL,Free Shipping,$1,044.99 –
G.SKILL TridentZ Series 64GB (8 x 8GB) 288-Pin DDR4 SDRAM DDR4 3300 (PC4 26400) Desktop Memory Model F4-3300C16Q2-64GTZKW,G.SKILL,Free Shipping,$369.99 –
G.SKILL TridentZ Series 64GB (8 x 8GB) 288-Pin DDR4 SDRAM DDR4 3333 (PC4 26600) Desktop Memory Model F4-3333C16Q2-64GTZKW,G.SKILL,Free Shipping,$269.99 –
G.SKILL TridentZ Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3300 (PC4 26400) Intel X99 Platform Desktop Memory Model F4-3300C16Q-32GTZSW,G.SKILL,Free Shipping,$191.99 –
G.SKILL TridentZ Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3733 (PC4 29800) Intel Z370 Desktop Memory Model F4-3733C17D-32GTZSW,G.SKILL,Free Shipping,$214.99 –
G.SKILL TridentZ Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 4000 (PC4 32000) Intel Z270 / Z370 Memory (Desktop Memory) Model F4-4000C18D-16GTZKW,G.SKILL,Free Shipping,$114.99 –
G.SKILL TridentZ Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3333 (PC4 26600) Intel X99 Platform Desktop Memory Model F4-3333C16Q-32GTZSW,G.SKILL,Free Shipping,$169.99 –
G.SKILL TridentZ Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3466 (PC4 27700) Intel Z370 Platform Desktop Memory Model F4-3466C16Q-32GTZKW,G.SKILL,Free Shipping,$159.99 –
G.SKILL TridentZ Series 128GB (8 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel X99 Platform Desktop Memory Model F4-3200C16Q2-128GTZSK,G.SKILL,Free Shipping,$499.99 –
G.SKILL TridentZ Series 128GB (8 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel X99 Platform Desktop Memory Model F4-3200C15Q2-128GTZSW,G.SKILL,Free Shipping,$629.99 (3 Offers)–
G.SKILL TridentZ Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel Z370 Platform Desktop Memory Model F4-3200C14D-32GTZSW,G.SKILL,Free Shipping,$199.99 (2 Offers)–
G.SKILL Trident Z Neo (For AMD Ryzen) Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14D-16GTZN,G.SKILL,Free Shipping,$134.99 –
G.SKILL Trident Z Neo Series 64GB (2 x 32GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel XMP 2.0 Desktop Memory Model F4-3200C16D-64GTZN,G.SKILL,Free Shipping,$259.99 (2 Offers)–
G.SKILL Trident Z Neo (For AMD Ryzen) Series 64GB (4 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16Q-64GTZN,G.SKILL,Free Shipping,$299.99 (2 Offers)–
G.SKILL Trident Z Neo (For AMD Ryzen) Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-16GTZN,G.SKILL,Free Shipping,$89.99 –
G.SKILL Trident Z Neo (For AMD Ryzen) Series 32GB (2 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model F4-3000C16D-32GTZN,G.SKILL,Free Shipping,$139.99 (4 Offers)–
G.SKILL Trident Z Neo Series 128GB (4 x 32GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel XMP 2.0 Desktop Memory Model F4-3600C18Q-128GTZN,G.SKILL,Free Shipping,$539.99 (2 Offers)–
G.SKILL Trident Z Neo (For AMD Ryzen) Series 64GB (4 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14Q-64GTZN,G.SKILL,Free Shipping,$499.99 –
G.SKILL Trident Z Neo (For AMD Ryzen) Series 32GB (4 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18Q-32GTZN,G.SKILL,Free Shipping,$179.99 (3 Offers)–
G.SKILL Trident Z Neo (For AMD Ryzen) Series 32GB (2 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14D-32GTZN,G.SKILL,Free Shipping,$224.99 (2 Offers)–
G.SKILL Trident Z Neo (For AMD Ryzen) Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model F4-3000C16D-16GTZN,G.SKILL,Free Shipping,$84.99 –
G.SKILL Trident Z Neo (For AMD Ryzen) Series 32GB (4 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model F4-3000C16Q-32GTZN,G.SKILL,Free Shipping,$174.99 –
G.SKILL Trident Z Neo (For AMD Ryzen) Series 64GB (4 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model F4-3000C16Q-64GTZN,G.SKILL,Free Shipping,$284.99 –
